ra,dec,type,flux_g,flux_r,flux_z,flux_w1,flux_w2,flux_ivar_g,flux_ivar_r,flux_ivar_z
179.93803215747616,22.906414775408315,REX,0.13719,0.065384,0.169234,-0.520664,-2.944397,1849.408,428.33423,77.30368
179.91954471784337,22.909326218744017,PSF,0.018956,0.115684,0.470063,2.976727,2.681948,2759.9268,625.16406,113.98413
179.9172921405635,22.911028924123983,PSF,0.271787,0.58389,0.691623,5.014035,3.200005,2095.98,508.8551,113.34912
179.91745018211344,22.91160977092,PSF,0.146202,0.220248,0.649601,-0.457878,0.877593,2146.0688,581.7224,113.30568
179.92113662308896,22.91217449374263,REX,0.657936,1.388689,2.432598,3.770833,2.965638,1609.6653,369.6795,70.19369
179.91918027689468,22.91365456433884,REX,0.262255,0.157189,0.431059,0.731491,-3.3007,1501.7454,352.14758,63.276306
179.9249667932594,22.91281253175937,REX,0.120019,0.188968,0.39144,6.085931,7.963152,1764.1667,404.26205,73.53416
179.92426078921986,22.915184801555416,REX,0.191948,0.297925,0.222227,1.094704,0.529825,1905.0779,438.56876,80.54821
179.9281624169912,22.91444482836193,PSF,0.024197,0.134419,0.568836,0.041424,-2.61454,2752.5066,626.50977,113.461105
179.9225425695863,22.91689195811766,REX,0.273284,0.357845,0.68947,0.59669,0.193629,1703.4999,395.56998,72.159744
179.91831127717847,22.918516377951445,REX,0.277361,0.631312,0.971566,2.732262,1.519914,1427.1346,415.3053,77.209236
179.92339254976142,22.9164485819641,REX,0.095682,0.27317,0.405791,0.63135,1.475864,1457.6609,336.37933,60.521233
179.9286684735953,22.91569110988269,PSF,0.092155,0.211071,0.214827,-0.190275,1.033428,2714.1106,617.74927,114.02942
179.9294627348308,22.917756993256425,REX,0.399064,1.589386,5.274031,24.372952,13.036198,1120.271,255.97589,46.193016
179.9270110688536,22.9182259204816,REX,0.166568,0.243248,0.179263,-0.211842,0.046137,1670.54,386.63,70.01079
179.92768880311988,22.91826237130924,REX,0.18259,0.202328,0.705444,5.489245,6.672787,929.9426,219.86508,38.42205
179.92979772071746,22.91998963515403,REX,0.197045,0.342907,0.573218,2.408378,3.197083,1574.509,363.7953,65.78384
179.9297810003514,22.920660777471827,PSF,0.148805,0.461399,0.644613,-1.337536,-2.942361,2681.7712,608.5197,113.27745
179.93259531802542,22.913679630425825,PSF,0.420069,1.424769,2.849117,0.882509,1.802307,2541.7964,553.2405,110.54968
179.93195052915112,22.915094747262703,PSF,0.589477,1.972529,4.648442,1.386064,1.697023,2479.0837,531.1192,108.70102
179.93784099755726,22.909548803951893,REX,0.532608,0.982553,1.729448,4.016493,0.504843,830.19934,197.01549,34.781216
179.93921202337427,22.90987911012352,PSF,0.155429,0.188642,0.254143,0.768731,1.172713,2679.6562,627.7228,114.04504
179.93993603191063,22.90997518259192,REX,0.635831,1.662319,3.062444,1.421642,0.417726,1809.0631,407.60547,79.234886
179.94360773103602,22.913743379573315,REX,0.161504,0.135227,0.153907,-0.206285,-1.062073,1318.2557,307.98474,54.669743
179.94403006675313,22.91461062073468,REX,0.13284,0.199726,0.25344,2.103478,-0.603048,2047.5535,472.4383,86.06347
179.93043997163724,22.916195732113067,REX,0.148656,0.168452,0.39666,-0.980396,-2.659938,1708.304,395.68704,71.316895
179.9356549791187,22.91618495140872,PSF,0.170563,0.330989,0.533243,0.594432,-0.083996,2685.8044,613.27234,113.61408
179.93854611272127,22.917867567019645,REX,0.220128,0.202491,0.233711,-1.442573,-0.521664,1552.1741,361.99875,65.034096
179.9384146796594,22.9184557837208,REX,0.205831,0.240857,0.444549,3.312005,1.974223,1507.0994,351.41827,62.897537
179.94383741350728,22.91941430649869,PSF,0.238382,0.268665,0.357681,-0.861294,-4.173537,2646.73,623.20447,113.59958
179.9461662765776,22.90051596725578,PSF,0.019479,0.074935,0.785857,-0.183185,-0.626275,2515.1926,588.6983,103.963104
179.9547492409227,22.90161003798946,PSF,0.166545,0.084988,0.397015,0.46258,2.30657,2645.5461,633.9771,114.155045
179.95587633909196,22.901201952949243,PSF,0.154923,0.155142,0.135502,-0.027558,-3.402416,2160.5022,630.7825,112.17044
179.9551546914828,22.902021434597863,REX,0.132874,0.173953,0.378487,0.568532,-2.616785,2062.8816,477.52145,85.532104
179.94713203646998,22.90835534675185,PSF,2.370801,3.368676,3.625901,0.22798,0.19642,1895.6146,480.60443,109.902336
179.95774150865168,22.90484791522419,PSF,0.110708,0.044784,0.260109,-0.359579,-4.006112,2712.3376,637.2917,114.37018
179.95169400021035,22.907014007103136,REX,0.3164,0.377212,0.585257,1.910829,1.367737,1834.6415,429.58597,78.29117
179.95271943116384,22.9070639020372,REX,0.152,0.145896,0.433425,-0.943413,1.705702,2115.4153,491.06412,88.92795
179.95684164270955,22.90685279775033,PSF,0.144871,0.103639,0.231343,-1.122791,-1.121852,2680.788,632.5641,114.166466
179.96022406862812,22.90179786434605,PSF,0.117954,0.182328,0.05571,0.12001,-0.113347,2695.5322,628.8463,114.55658
179.96214207940514,22.90251400835585,PSF,0.123552,0.247599,0.710166,2.340448,1.885391,2708.7786,623.14734,104.27516
179.96727643679128,22.90025002326613,REX,0.179498,0.284216,0.710665,0.508136,-0.627568,1530.3541,287.59668,47.112373
179.9681955220367,22.900097929133075,EXP,0.671253,2.634071,7.501297,22.019497,13.077904,911.5702,167.91313,26.741083
179.96915590976374,22.901146390954377,PSF,-0.004021,0.15298,0.761101,5.908565,4.028,2233.6802,630.4234,106.95511
179.96195302496363,22.90922762314197,PSF,36.733006,137.40636,554.3366,379.91138,226.14859,406.73376,66.35971,18.263819
179.9684857766524,22.904707995244248,PSF,0.089081,0.11286,0.344429,0.095773,-0.402386,2719.2292,632.8771,114.21539
179.97166872261764,22.903935749944264,PSF,0.15154,0.151775,0.186058,-0.22384,-1.435717,2690.5962,632.3503,114.32353
179.9669055450612,22.909268837503248,REX,0.072938,0.253619,0.308758,-1.915165,-0.284304,1900.0364,432.66412,78.69664
179.9533651372579,22.910286136462744,PSF,0.04855,0.235513,0.627715,0.520369,1.201983,2746.9414,623.35626,113.46882
179.95789436659845,22.91356910775337,PSF,0.096934,0.125928,0.068088,-1.569924,1.035415,2718.6072,635.0803,114.392075
179.94783865976856,22.916752527779945,REX,0.116319,0.254735,1.331449,7.835234,5.649767,1794.3293,412.05264,74.25627
179.94927750822632,22.917666566760808,REX,0.110998,0.15607,0.469449,-0.20219,-1.220073,1911.9468,384.9229,79.65306
179.94560898395562,22.918865541714,PSF,0.092957,0.104971,0.274431,0.435957,0.216664,2700.6934,629.02893,113.744
179.94445570064354,22.91968242355505,PSF,0.0535,0.093364,0.660385,12.224176,18.989065,2740.8135,634.02716,113.31394
179.95005643558105,22.91892636732349,PSF,86.56708,250.14174,445.5984,230.52402,125.61848,195.66783,38.39458,21.760406
179.95282532346798,22.91816166612345,REX,0.157723,1.1018,4.277531,13.895179,7.293001,2183.5688,470.9104,88.81406
179.9575533770514,22.917067358071307,REX,0.162426,0.440958,1.380703,7.21419,5.954566,1833.7993,419.66187,76.34782
179.95157860745633,22.918380089368927,EXP,1.558337,3.912332,6.411997,7.81427,7.216902,775.7824,178.76059,33.663315
179.9527923051271,22.92098697754912,REX,0.392824,0.349204,0.831904,0.74188,0.774006,502.56345,122.329094,20.80635
179.95895716218166,22.90980880675517,PSF,0.11056,0.087011,0.070438,1.445266,0.919756,2698.553,626.632,114.283554
179.96285140674607,22.913969871481505,PSF,313.03647,551.1637,707.0558,243.56049,131.50577,57.384193,19.371841,10.764676
179.9645801573996,22.914754530458584,PSF,0.180092,0.177705,0.633591,1.064065,-2.147504,2650.6584,583.4236,113.40404
179.96589183355815,22.91210110099703,REX,0.219495,0.45232,0.359573,-1.770241,-0.31121,663.7763,157.95088,27.2579
179.96231655347611,22.917309573504998,REX,0.093383,0.256347,0.556303,1.662116,1.718524,1642.0764,376.6075,67.86145
179.960945810654,22.91828908031472,REX,0.010531,0.034319,1.174364,-0.62943,2.635561,1320.1294,305.91428,53.66813
179.96578369099197,22.91626750720309,PSF,0.103439,0.125795,0.051008,0.479993,-0.764362,2707.8643,630.7355,114.60233
179.96896510137748,22.92109549376824,REX,0.307636,0.404443,0.381864,3.827351,3.470954,2066.4956,483.7378,88.97744
179.97226179530787,22.902576373444376,PSF,0.109013,0.028744,0.306965,0.588757,0.722274,2713.7297,588.84143,101.252365
179.9772081773879,22.9032821708244,REX,0.204751,0.317879,0.315393,1.210535,0.898278,1590.4705,370.6391,57.40677
179.98144037678188,22.90108049620426,PSF,0.080874,0.241216,0.240648,1.640471,2.476473,2199.9587,626.48145,98.64632
179.97253969387737,22.906268296664557,REX,0.143234,0.117145,0.31969,0.201838,-0.754131,2008.6437,466.49045,84.40994
179.976560080549,22.905893922801845,REX,0.340056,0.383711,1.264175,1.396198,0.906494,1883.2617,444.4545,80.608284
179.97401254330236,22.907427741089155,REX,0.126401,0.371475,0.446743,-2.006809,0.334759,1587.4612,364.54205,65.93545
179.97536923084124,22.909183144567773,REX,0.371966,0.393976,0.67671,3.139909,4.232239,1855.6372,437.6589,79.82175
179.98108906179525,22.90497275056632,EXP,0.892288,1.200494,1.736466,1.5733,1.399142,943.7831,223.91884,40.167553
179.98218588138892,22.905706005848845,PSF,0.113192,0.203954,0.46257,2.150394,4.295954,2720.6023,629.6099,113.973305
179.98057750597172,22.90649300951146,REX,0.165445,0.128708,0.52826,1.46006,-0.138136,2030.4205,475.1859,85.604965
179.99225830721508,22.900198766645705,REX,0.210066,0.271059,0.514709,0.53318,-0.555608,1759.5042,326.99393,53.401077
179.98960863034014,22.90038696659228,REX,0.152884,0.257869,0.246659,-1.030264,1.120587,1341.9847,267.53305,44.898354
179.98995574558217,22.902301519319305,PSF,0.12682,0.258002,0.902539,2.674288,3.250757,2712.6343,627.3896,98.22752
179.99617729445956,22.90118627228407,REX,0.218382,0.161627,0.206218,1.290702,0.864754,1354.8673,405.91705,67.73575
179.98616281822103,22.90662728582356,PSF,0.424561,0.87549,1.233953,-2.050372,2.894294,2553.8835,588.0714,113.247955
179.98614595930871,22.9072806311156,REX,0.205291,0.288209,0.942934,4.648423,-2.885858,2080.4429,484.19635,87.634125
179.9872081645407,22.9083684599113,PSF,0.678217,0.864788,1.564539,-0.387316,3.767937,2434.253,593.53217,112.6743
179.9720941769022,22.914012891237363,REX,0.160362,0.214988,0.897445,1.243664,0.559975,1142.247,268.928,47.127644
179.97328216878594,22.91450850389029,REX,0.138089,0.607749,3.730614,13.509955,9.334536,1874.6914,428.50406,77.28724
179.978533611879,22.913450713154973,REX,0.187515,0.229704,0.404097,0.674109,3.133378,1889.9153,440.41666,79.36954
179.9765546448129,22.91458047402268,REX,1.060087,1.764071,2.339252,2.057508,-1.671518,1607.4712,381.44095,73.72645
179.98032735697973,22.90992178341168,REX,0.325077,0.594718,1.054406,5.581909,5.245294,946.6875,224.07544,39.374355
179.98424714436075,22.909399166629907,REX,0.133703,0.465856,1.627353,8.371196,7.449461,1607.1996,368.8395,66.46092
179.98429602498578,22.91175840507341,PSF,0.095879,0.121185,0.202429,0.26789,1.2712,2718.8184,635.1654,114.10098
179.9802028255112,22.9142473165762,REX,0.275412,0.328457,0.414016,-0.564744,0.117213,2115.8867,494.9654,90.584305
179.98114939619683,22.91416578258313,REX,0.136139,0.361344,0.408337,0.713045,1.817618,1412.4929,325.82837,58.404327
179.98090536523063,22.914755597340115,REX,0.348632,0.040919,0.184046,0.06944,0.453978,483.96744,117.64808,19.901976
179.97306095175244,22.91809756162297,PSF,0.159838,0.210496,0.270035,-2.824336,-0.495371,2697.5264,628.15875,114.19222
179.9779249758869,22.9155810475304,REX,0.170841,0.232804,0.590525,0.565246,-0.711783,1877.0762,434.89648,78.497696
179.97283901153654,22.91865537685105,REX,0.15798,0.217059,0.293419,4.541472,1.869883,1930.7202,445.85205,80.987976
179.9737545096628,22.91916838230968,REX,0.222264,0.355053,0.481996,-1.801558,-1.41072,1796.9576,416.59677,75.61225
179.973121392194,22.9211315181696,REX,0.218599,0.579448,1.822095,10.515405,6.032576,2097.3428,473.07562,87.53757
179.9802371843225,22.91934176980824,PSF,0.110285,0.159154,0.35739,-0.432288,-1.737716,2720.6616,633.66974,114.2643
179.98756556061417,22.911281248107684,REX,0.32758,1.690229,5.393167,15.987907,7.133132,1828.446,397.4808,75.548965
179.9863248532414,22.911609394776494,REX,0.343922,0.230499,1.350126,-1.011262,-0.130837,235.06512,57.80778,9.706718
179.98968483987602,22.91236528758802,PSF,0.100859,0.20374,0.234654,1.326737,3.043555,2717.6182,632.3336,114.39562
179.99546394833214,22.90945660206881,REX,0.191077,0.512864,2.465292,11.59474,9.685814,951.1027,223.48447,38.950832
179.99362332576703,22.912076610706404,PSF,0.116189,0.066228,0.094204,-0.979639,1.09722,2712.874,638.21265,114.52408
179.9989839009641,22.909357818410523,REX,0.155326,0.216906,0.233931,1.109714,0.991566,1907.1467,443.0229,80.23579
179.99752575501475,22.91212506681585,EXP,3.126975,3.916538,4.881659,2.755857,-2.497535,205.22165,52.51068,9.005466
179.99953471457562,22.912237258597813,SER,10.583602,13.792616,15.207153,5.607532,5.847484,347.7273,95.93929,19.397896
179.9994901631705,22.91319239638551,REX,0.184194,0.506284,0.806687,0.874283,-0.684546,723.35614,173.28438,30.153807
179.99650466080865,22.91471357737747,REX,0.187992,0.232456,0.249004,1.631928,0.888345,902.1425,212.97302,37.13546
179.98729015753185,22.915570120533676,REX,0.223355,1.284372,2.77417,3.700663,1.312093,2065.8257,449.72162,86.06468
179.9878463895117,22.916457424982134,REX,0.145599,0.115278,0.169587,-0.519795,-1.640932,1706.6271,397.7856,71.15754
179.98959600966,22.91786539886369,PSF,0.103321,0.133395,0.22718,0.921201,1.264229,2728.3,632.64685,114.28432
179.99175739785068,22.916824674500912,PSF,0.102009,0.158509,0.256084,-0.201027,-1.913036,2730.275,633.6648,114.38996
179.98841028263965,22.91861273723027,REX,0.150712,0.263972,0.088001,-0.228041,-1.996938,1526.7173,353.0131,63.560642
179.99742350477956,22.91562489841952,PSF,0.185537,0.209223,0.330467,-0.113185,1.331633,2683.3281,636.3889,114.40983
179.99921160015634,22.917968589619328,REX,0.741737,1.658379,2.383581,1.789714,2.563189,1888.0913,431.45804,84.41777
179.998299634605,22.91963362928367,PSF,0.120911,0.178863,0.086566,-1.789863,-0.97075,2717.8162,635.7859,114.85402
179.90251888797602,22.922558026609146,REX,0.302422,0.448556,0.56626,-0.282371,-0.881164,2007.154,460.93903,62.132565
179.90344375901472,22.922243767298475,DEV,1.0145,3.729991,10.40657,27.409664,14.249177,1184.0894,203.4515,36.378033
179.90404657392463,22.92166410567537,PSF,0.274828,0.477959,0.477181,-0.651541,0.588084,2603.0571,487.59058,82.59124
179.90520747430384,22.926538731917702,REX,0.050471,0.254442,1.58987,10.722267,7.858393,1232.0007,282.74652,45.996056
179.91058417061183,22.92193071133808,REX,0.236639,0.503866,0.595874,1.11325,-0.553931,1194.3905,276.07526,45.888443
179.9129726878543,22.92152654305329,REX,-0.013533,0.167122,1.481588,7.989894,7.666848,1225.7922,280.1415,45.335712
179.90947322726586,22.92452211255667,PSF,0.240597,0.351248,0.449865,0.068645,-0.605357,2111.942,496.3165,82.71469
179.90362089862597,22.93084159379652,PSF,0.109363,0.157867,0.336848,1.184218,-0.463997,2730.6616,510.08502,82.683655
179.90309294693446,22.9318329059029,REX,0.24583,0.397272,0.613853,2.087365,1.211113,1433.6791,366.652,64.77478
179.9026422514821,22.932535981713983,REX,0.590736,0.687217,1.224291,1.84434,-1.304009,926.2471,238.42764,39.923744
179.90451433139543,22.932336908140844,PSF,11.111752,20.403965,28.469702,9.419319,5.300915,258.93506,121.23499,54.090473
179.91167474959568,22.928137703193123,REX,0.172529,0.323076,0.48246,0.614421,-3.558312,1546.4639,355.67792,58.856983
179.91162112239522,22.92912901141948,PSF,0.103674,0.209523,0.111733,1.151396,4.163474,2176.4204,502.33624,81.72728
179.9107005427318,22.931046031467684,REX,0.206286,0.298346,0.606395,-0.379321,1.111076,1351.0317,309.94907,50.536232
179.91318646929724,22.93093056333567,EXP,3.698897,10.354841,19.78146,24.135956,18.468851,457.9706,105.35111,19.029167
179.91265399796387,22.931768869827152,PSF,0.165965,0.309707,0.881396,2.313596,4.736675,1265.7852,467.94165,82.57818
179.9133976223831,22.93175577081103,PSF,0.067027,0.215161,0.747794,8.502607,8.740264,1252.1472,474.49792,82.349945
179.91471578507935,22.9321100946162,PSF,4.476656,6.886001,7.966356,1.77612,0.664291,710.31915,217.85683,88.65127
179.90146819280673,22.94227995991612,REX,0.119859,0.108025,0.455288,0.658546,2.871906,1414.3337,376.5079,45.113544
179.90021983237185,22.943414764705945,REX,0.181296,0.217198,0.588213,1.223015,0.806414,1263.9418,327.12927,59.167915
179.90025812271057,22.944518135119143,PSF,0.146166,0.11245,0.175764,0.773958,-2.328933,1790.9031,481.25702,87.50709
179.90239830873617,22.93408461071568,REX,0.447251,0.642112,0.89815,2.244189,7.76073,986.7555,254.0727,31.044468
179.90230892506503,22.934878753380065,REX,0.296759,0.540077,1.828095,8.875884,5.059608,533.1443,132.49855,15.534997
179.9022586186,22.93749469065792,EXP,0.543096,1.030613,3.396797,10.97803,7.844409,636.3601,157.72784,18.75174
179.90891917454906,22.93737423101785,REX,0.398049,0.790824,0.97914,0.824116,-0.262577,1016.6728,290.33392,49.14235
179.91296991921885,22.938053763159655,REX,0.232332,0.585373,0.560182,0.8561,0.251708,413.5757,106.319466,18.188194
179.9065521324647,22.941279360488863,REX,0.026883,0.157949,1.106816,2.549374,-1.876755,731.2173,196.55716,32.512505
179.90251137616286,22.94287680654716,PSF,0.1397,0.157686,0.145691,2.398432,2.023683,1792.8562,505.28516,60.35176
179.9061618347419,22.9419605544423,PSF,0.070443,0.237303,0.398162,3.899746,6.656579,1298.7681,387.25485,60.31443
179.9089520351729,22.943023125241407,REX,0.21187,0.114286,0.206875,2.536937,1.555798,837.7909,234.6564,38.54229
179.90992739352018,22.93964413878628,REX,0.278352,0.303993,1.439636,1.40296,2.971004,554.17596,147.61613,24.939114
179.91056792765713,22.939531126849207,DEV,0.527746,1.900125,3.435872,3.944412,-0.914846,693.3887,182.30634,33.02643
179.9100260036543,22.94268465070435,PSF,0.149622,0.167581,0.426401,0.158056,-0.649158,1276.2463,394.32806,60.188065
179.9163312995869,22.922064124535968,REX,0.115392,0.217516,0.920305,6.404891,6.699346,1616.7451,373.18964,84.98764
179.92214681806712,22.922215356310108,REX,0.231103,0.352252,0.766377,2.986494,1.354042,1590.5347,447.31158,82.194855
179.9172826994368,22.925855131747007,PSF,0.061214,0.162024,0.604312,3.326312,1.917322,2215.3599,550.71967,113.58428
179.92105102135469,22.92688262432516,PSF,2.609487,5.544889,8.249074,3.194842,3.366657,1831.7439,417.48212,104.47618
179.92810349618634,22.921186408601105,PSF,0.14996,0.323589,0.27395,0.535708,2.589865,2693.9905,616.2769,113.935326
179.9247313580319,22.92574518108775,PSF,4.843471,17.159908,64.60244,36.570244,20.033,1442.8224,266.58337,67.70181
179.91700703421992,22.92790207059953,REX,0.193797,0.312146,0.22994,0.529078,-2.160324,1572.8197,366.8289,84.26148
179.91783614402567,22.93010876610841,REX,0.185365,0.387374,0.652726,-0.853026,2.374764,1053.0062,313.73294,56.606937
179.9183856385311,22.931154288281192,REX,0.170525,0.19597,0.060477,0.484214,-3.616577,1488.0801,422.3957,77.180405
179.92829934458197,22.927572661954954,REX,0.229075,0.293861,0.302304,1.577045,0.695625,2120.355,497.29187,90.68086
179.92667056894055,22.92925936772003,EXP,0.588418,1.088771,1.386898,2.104423,-4.473828,1478.183,339.90387,63.72926
179.9282916435068,22.931727823874247,REX,0.049737,0.262917,0.579177,1.653091,1.338355,1368.6931,433.55634,81.01438
179.93378952750206,22.92474906199764,REX,0.260671,0.321213,0.591217,0.896446,-0.468551,2057.3894,476.28827,87.640045
179.93667115482532,22.925782458212623,PSF,0.760129,0.785727,1.068218,0.944089,3.89446,2403.5005,590.1037,113.615746
179.93646928407898,22.92663078111531,REX,0.068854,0.120767,0.958034,2.226169,0.287967,1466.0613,339.00647,60.2825
179.93867302625048,22.9231123019305,REX,0.368585,0.874362,1.701008,1.421484,1.07112,2086.2979,472.6598,89.28696
179.93925069248996,22.92602699247865,PSF,0.145797,0.135784,0.209141,-0.475456,1.793057,2730.1165,626.17505,113.60065
179.93466760247227,22.929387467338582,SER,4.663592,6.838167,8.44361,4.468108,3.947062,503.10117,127.01013,23.739166
179.9369391355604,22.929758674985973,PSF,0.3031,0.341647,0.657159,0.369833,0.646505,2610.3618,614.1992,111.48265
179.93291870905094,22.930808314811543,PSF,0.072303,0.128435,0.497163,2.768156,5.059269,2772.8403,628.78955,114.09519
179.9319109958643,22.93174155330899,REX,0.244074,0.280979,0.308288,-0.104512,-1.734313,1567.6873,517.24133,97.39875
179.93365844528105,22.931261424806824,REX,0.112184,0.181026,0.564469,-0.330142,-4.575357,1636.6033,382.52863,68.99115
179.93813992916344,22.92887735783244,DEV,0.197175,0.710211,4.252044,17.068213,10.991146,1317.1709,298.38187,53.162533
179.93800599202623,22.92934143635098,REX,0.760751,1.4866,2.710502,5.989637,1.322945,1185.5857,274.49188,50.35197
179.94388041838363,22.927123678776024,EXP,0.603565,0.566363,1.169093,1.906884,-0.269226,816.2875,196.2339,32.827694
