ra,dec,type,flux_g,flux_r,flux_z,flux_w1,flux_w2,flux_ivar_g,flux_ivar_r,flux_ivar_z,photo_z,color_g-r,color_r-z,photo_z_calidad,distancia_photoz_Mpc
179.84375818269282,-0.1837668684130116,SER,1.20831,2.494597,6.850333,15.86137,12.020126,408.61472,137.0418,55.14245,0.2612804991240411,0.78705506498925,1.0967782191781907,buena,1118.9989008551875
179.84835703419543,-0.192619741467553,EXP,2.002342,3.950908,5.490505,5.973444,0.256041,287.00555,95.56761,40.232964,0.13806742788557003,0.7378966498432078,0.3572884361651205,buena,591.3081939364682
179.84748944815618,-0.1905934437334952,REX,0.189565,0.399813,0.728159,1.113664,0.597507,1106.2361,393.7708,147.65945,0.20020021394237586,0.8102468899435316,0.65092327637662,buena,857.4073461415818
179.84960027802438,-0.1909785011099806,REX,0.234811,0.22396,0.829349,1.959843,1.998442,1122.7852,405.62708,150.3513,0.10037008789946622,-0.05136994817418383,1.4214171662867479,buena,429.8599337293862
179.85298821820027,-0.1920923257166962,REX,0.550821,0.907976,2.998925,9.532661,9.652939,572.7484,195.81845,74.1212,0.2302491382094425,0.5426596997058688,1.2972280885531688,buena,986.099358517007
179.85390467283338,-0.1954843557362354,REX,0.342399,0.393402,1.240113,1.612899,-0.178563,712.22546,246.1116,92.36925,0.12467430868080986,0.15076018965166327,1.2465617417859605,buena,533.9488206981532
179.85495474571846,-0.1931199461801225,REX,0.105448,0.369211,1.140706,1.401266,-0.121905,1071.6335,374.38153,138.4376,0.4238598382218012,1.360590711432451,1.2247477357579228,buena,1815.285467828516
179.85693361989115,-0.1953799089152098,REX,3.246245,12.183579,26.181118,32.923412,26.25851,554.68677,162.05054,78.931595,0.38357598287399863,1.4359839748727943,0.8305332610386671,buena,1642.7598105080278
179.85717720850673,-0.194849111253903,REX,0.272884,0.736652,0.983702,-1.527207,-4.480044,430.38974,141.17133,56.521194,0.21665313068668865,1.07821074963082,0.3140029551932244,buena,927.8710654565373
179.85758689892845,-0.1889319858875746,EXP,0.220891,0.682671,2.981794,13.485062,11.156232,477.11066,160.65652,60.16618,0.4463707139607319,1.2250835825588489,1.6006654554734645,media,1911.693907392896
179.8598705335171,-0.1899063371440663,REX,0.533645,0.536738,1.738197,5.091551,8.268414,408.87567,138.4251,53.890465,0.09294493149883143,0.006274747316044937,1.2758416311321348,buena,398.0598496096614
179.85970384435075,-0.1888586948832216,REX,0.182375,0.313752,0.77962,2.19594,-3.02836,986.5164,346.5282,128.24347,0.1954994245739579,0.5890529949745087,0.9882411722022049,buena,837.2750432944633
179.84644046249733,-0.1876415067945145,REX,0.943858,2.500561,4.381155,6.375617,5.190024,708.5273,225.45406,96.032394,0.2557884319623575,1.0578269805803373,0.6088779121151546,buena,1095.4777535137273
179.848687450404,-0.1883230344467947,REX,0.118355,0.234518,0.70011,3.184559,-3.67105,1003.03864,377.89117,140.45879,0.2637397696975656,0.742473930110858,1.1874752477990071,buena,1129.531340428387
179.84883924366054,-0.1864505828852477,REX,0.072593,0.212267,0.979346,3.368019,7.297049,1001.6133,348.60843,127.99725,0.4402624628461599,1.164969343617198,1.6601341796124025,media,1885.5337985969136
179.85175510069212,-0.1855555293342946,REX,0.341748,0.822387,1.072325,0.207401,-0.178103,671.37537,227.14346,87.11978,0.18157523229785325,0.9534256372316676,0.2881254865995757,buena,777.6412171784915
179.84667183009375,-0.1837915921998722,REX,0.309676,0.335877,0.581704,-0.059747,0.870018,963.0882,345.62958,128.23138,0.011491117256202263,0.08818179199359832,0.5963044617186846,buena,49.213575534329884
179.85240682913127,-0.1839547675980711,REX,0.668862,1.388963,1.826623,1.431712,0.717122,875.6031,304.83383,119.098816,0.14295568794607297,0.7933853844651217,0.297395612198617,buena,612.2433867776313
179.85450692366834,-0.1884554961684848,PSF,0.056582,0.091938,0.443764,3.209531,3.192555,1295.9575,474.31528,176.80081,0.2881318543353709,0.5270418939921129,1.7091425389156178,media,1233.996526275697
179.85569431554214,-0.1853384364786198,PSF,0.317449,0.505218,0.495428,0.594555,1.615418,1240.8206,456.21692,176.77449,0.022941182188083425,0.5045121298665798,-0.021245668523743433,buena,98.25133425130497
179.83797834165364,-0.1807121137415266,REX,0.253605,0.402123,1.192773,6.619911,5.768885,996.1682,352.2041,131.93317,0.20220027105234148,0.5005027554839501,1.1804972145423598,buena,865.9730895292529
179.83837346007496,-0.1793818592814925,PSF,0.057984,0.273167,0.441988,-0.677016,-2.996296,1298.2666,466.1808,177.91397,0.39906838039206766,1.6828001536909767,0.5224556131288232,buena,1709.1098666830994
179.8345481711098,-0.1778116937280501,REX,0.009387,0.015916,0.891289,1.657666,-3.311753,972.3961,339.3686,123.44349,0.6988861764404206,0.5732677815212384,4.37046154040074,baja,2993.1543528185057
179.84341457105813,-0.1814950200187461,SER,2.19402,10.591799,28.330988,58.354008,38.01558,236.86989,71.553276,31.618061,0.4875652138576836,1.7093228711035415,1.0682299738786547,buena,2088.119627109866
179.84283005474165,-0.1812298747137654,PSF,0.157795,0.208879,-0.023982,2.045953,-0.971248,1267.8452,457.4951,176.89018,0.0,0.30450385477966435,,media,
179.8459789076404,-0.1817775628148611,REX,0.699247,1.494089,2.123182,3.731399,7.82742,916.08374,320.6468,126.02345,0.1633201935915256,0.8243646413835286,0.3815268883042897,buena,699.4594611119901
179.84602445925776,-0.1808495857519533,PSF,0.123333,0.235862,0.467697,-2.662157,-4.748281,1286.2808,469.54468,178.7302,0.18747665353863868,0.7039467031439379,0.7432665183510281,buena,802.9155254566126
179.84389575395411,-0.1787218316053724,SER,1.400314,7.058622,15.392877,21.738304,12.934941,436.9039,133.51459,58.496765,0.46603401174391196,1.756236236450821,0.8464996842080446,buena,1995.9068841758317
179.83916521841203,-0.1768981533761809,REX,0.310421,0.371116,0.542764,0.350812,-3.98907,918.1398,328.45102,123.12924,0.010387124034000543,0.19389646237619473,0.4127533895996791,buena,44.4854492243414
179.83677377029886,-0.1689742695917886,PSF,0.332506,1.406659,2.963372,-11.299291,3.967018,852.3108,286.14825,114.63043,0.4128423431616847,1.5659733569160004,0.8089933595512306,buena,1768.1002974702994
179.84401624606676,-0.1740134546905363,REX,0.388762,0.621879,0.647384,-3.456812,4.631072,307.7511,393.99567,104.192764,0.034059828697211,0.5100552095752207,0.043640175356038924,buena,145.86971091708318
179.8442981141173,-0.1727357613941688,PSF,-0.055104,0.279978,0.672171,-0.537807,-1.935971,268.51187,319.11566,118.09295,,,,sin_datos,
179.84184782602472,-0.1680916002688568,PSF,0.200224,0.325949,0.596278,-30.423002,5.142493,774.20374,299.72504,115.096695,0.13063312472527944,0.5290837992017927,0.6557478328322084,buena,559.4689365373156
179.84280859170127,-0.1706718011604041,PSF,0.150131,0.173885,0.717554,-2.682766,8.203731,242.27339,321.24283,117.4226,0.17071701521543722,0.15947935574856587,1.5389811751886384,media,731.1381944837045
179.8440456538208,-0.1681921866398498,PSF,0.563723,0.805456,1.990675,-4.959855,1.867619,827.38025,302.36667,115.726776,0.14421949459529448,0.38744016633071254,0.9823963534174425,buena,617.6559539463007
179.845452414509,-0.1686750262574933,PSF,0.028965,0.442122,2.492469,10.634693,4.789262,917.48535,313.6573,115.38864,0.9214507355249111,2.959171482777549,1.877719098870159,media,3946.3425846988716
179.84795586592776,-0.1805337424525135,EXP,0.187314,0.473993,1.803738,7.994711,4.681898,695.9806,239.27559,88.95051,0.36965162873587776,1.008004224714135,1.45100381704896,buena,1583.1252911776032
179.84637583659298,-0.1794630269758095,REX,0.345713,0.828632,1.201618,5.036625,7.255946,977.93774,344.05487,132.34161,0.1978055154494667,0.949114974985168,0.4035118113544982,buena,847.1514526078942
179.85276490137736,-0.1798452487547027,REX,0.511301,1.040421,1.636845,0.651892,-2.104341,1063.1674,375.46753,146.63095,0.16663220958824584,0.7713311683830675,0.49199611661652654,buena,713.6439956347341
179.85235059280777,-0.1786548295076963,REX,0.092034,0.35231,0.481361,0.984591,-0.006441,867.89136,296.78772,110.21117,0.3151901442241467,1.4574416814538829,0.33886482573783994,buena,1349.8804010618778
179.84822703698742,-0.174586140202845,REX,0.383464,0.202145,0.871435,1.454824,1.266371,568.915,194.41434,56.729412,0.0,-0.6951539863250957,1.586429987865909,media,
179.8472081214735,-0.1725027222886602,PSF,0.235353,0.304788,0.462052,-0.008646,-1.863176,895.4081,322.05746,118.65556,0.03793369985204115,0.2806953139395816,0.45173247578097175,buena,162.4605302811093
179.8501896736944,-0.1718540745937053,PSF,0.207061,0.211129,0.249599,-1.386867,-0.6883,911.1212,325.65527,118.552376,0.0,0.02112395898563335,0.1817373758692291,buena,
179.84798232226487,-0.1703927236769834,REX,0.263454,0.308858,0.722307,0.635621,-0.442859,613.0292,204.16653,82.391,0.08151989959339101,0.17263514510840494,0.9224074221085985,buena,349.12930107165556
179.85023974256256,-0.1697575610070031,REX,1.181262,0.924043,-0.330185,-0.510949,-1.969276,179.39917,56.882416,27.051065,0.0,-0.2666351298789209,,media,
179.8556197115157,-0.1736889082449674,REX,0.023994,0.102424,0.809964,3.884681,-1.601356,685.7675,336.7757,87.6186,0.6307109177247,1.5757476949136304,2.2451599599752825,media,2701.1768044589085
179.85529894489628,-0.1729944345058446,REX,0.076623,0.7548,5.14858,26.96038,19.445702,345.4152,109.38994,47.846592,0.833616302492689,2.483681849240675,2.084638934550135,media,3570.1697193307823
179.85478345948962,-0.1684477858015532,PSF,0.256497,0.590008,1.073998,3.26283,0.263121,912.6851,313.07294,117.38078,0.22366434609894803,0.9044390259761315,0.6503639306994344,buena,957.8983440566619
179.85678572774506,-0.1707705649629284,SER,6.913786,19.237759,40.150776,48.11914,28.218967,216.4072,63.432526,36.923775,0.29760139069080543,1.1110963674564438,0.79884865884463,buena,1274.5521774202125
179.86163651022804,-0.1943792539809349,REX,0.208461,0.249495,0.406377,-0.650312,-0.432685,995.36383,352.39075,130.5348,0.02822337112623287,0.1950925745092853,0.529668183326077,buena,120.87362575685113
179.86318713066515,-0.1957714333415213,PSF,0.509169,1.071702,1.7006,-0.309432,-2.594984,1208.9194,434.01013,173.454,0.1772056043184541,0.8080302169472304,0.5013203338776435,buena,758.9271955714968
179.8642122108805,-0.1955116532427012,DEV,0.115879,1.068162,4.861927,17.281052,7.631994,737.5176,244.3806,93.264595,0.7497094819268281,2.4115809627638,1.6454282749058535,media,3210.8178338964335
179.86545972668532,-0.1918424334527527,REX,0.092932,0.048426,0.937957,6.381616,4.44039,749.20374,258.63452,95.103485,0.20573494541661824,-0.7077167151455619,3.217760828020058,baja,881.1112140420545
179.86833682165732,-0.1955681119726728,REX,0.197737,0.428695,1.676573,6.523167,3.107373,1007.43085,353.92578,131.113,0.33214056695101635,0.8401511933326233,1.48068512411907,buena,1422.474813825125
179.87001616586056,-0.1917889218226689,REX,0.195808,0.215544,0.418117,1.025782,-0.149944,935.6497,327.08737,121.025154,0.0339766494502836,0.1042637664605941,0.7194047189009005,buena,145.5134750472124
