objid,ra,dec,z,class,Velocidad_Recesion_km_s,Distancia_Hubble_Mpc
1237667112800026811,150.302873643081,27.7397838394465,0.2449281,GALAXY,73427.5971322698,1048.96567331814
1237648721217716499,150.30310222868,-0.0888959258192594,0.09508175,GALAXY,28504.7915434415,407.21130776345
1237660670889623778,150.303186972625,10.8210555333749,0.077399,GALAXY,23203.636456742,331.48052081059996
1237665126920224811,150.303512635287,28.8170632879535,0.09112833,GALAXY,27319.586044135136,390.27980063050194
1237667536933683346,150.303918205937,20.2039541343131,0.2101289,GALAXY,62995.0594278362,899.92942039766
1237654602100375854,150.304209669114,4.55228240749431,0.2297754,GALAXY,68884.93195393319,984.0704564847599
1237667113336963400,150.304330604445,28.1740880549941,0.1863208,GALAXY,55857.5706085264,797.96529440752
1237660669815881877,150.304391978741,10.0925812391086,0.1638484,GALAXY,49120.5145753672,701.7216367909599
1237664106315645182,150.304459287311,12.6530713721111,0.1488423,GALAXY,44621.7989713734,637.45427101962
1237667212126584925,150.304634991226,25.9247195496102,0.1899873,GALAXY,56956.7596557834,813.66799508262
1237658492803350798,150.304641505343,8.42621015431796,0.2581413,GALAXY,77388.8148383154,1105.5544976902202
1237653664722124941,150.331545461693,1.92125201189923,0.09853781,GALAXY,29540.89226583698,422.012746654814
1237651752386691255,150.331783832809,0.969214330453772,0.09412882,GALAXY,28219.11031643956,403.130147377708
1237660583906574455,150.331821133829,8.15584290688587,0.1433434,GALAXY,42973.2702240772,613.90386034396
1237667783357432280,150.332003991589,19.2825481610727,0.2106099,GALAXY,63139.259600134195,901.9894228590599
1237667735031447771,150.332779428996,18.6315668338838,0.09764305,GALAXY,29272.649966116896,418.1807138016699
1237654605858341129,150.332957155212,4.48061947464798,0.08279762,GALAXY,24822.10201634996,354.601457376428
1237661065490333744,150.332958644419,10.7371087001146,0.2288458,GALAXY,68606.24488497639,980.0892126425199
1237664105241903110,150.333038164829,11.862764946956,0.1535087,GALAXY,46020.75049738459,657.4392928197799
1237667538544427253,150.33341154209,21.4726476253987,0.0696476,GALAXY,20879.8251978008,298.28321711144
1237654606395212061,150.333497905784,4.80921541223738,0.2063036,GALAXY,61848.2633382488,883.54661911784
1237654669735755916,150.333505333354,-0.369280204719841,0.1378106,GALAXY,41314.5785124548,590.2082644636399
1237660669278945508,150.333556958192,9.5774369671036,0.05893033,GALAXY,17666.86848145114,252.38383544930198
1237667536396747007,150.351202776006,19.842453260729,0.2949595,QSO,88426.63351545099,1263.2376216492999
1237667736105320644,150.351290330085,19.5725699410207,0.07237109,GALAXY,21696.30695923922,309.947242274846
1237651735744020766,150.351680352723,1.63449031808058,0.0814577,GALAXY,24420.404106026595,348.86291580037994
1237658424623366315,150.351868803221,6.82067697208067,0.1078265,GALAXY,32325.571472537,461.79387817910003
1237648722828394502,150.352060733817,1.12323743985946,0.09216689,GALAXY,27630.93849931562,394.727692847366
1237667255076126859,150.352772258129,26.0986155893006,0.1437104,GALAXY,43083.29405616319,615.4756293737598
1237667781209751782,150.353233959072,17.5514726555067,0.07074118,GALAXY,21207.67223402044,302.966746200292
1237651752386756734,150.353631022175,1.0080444424569,0.09321939,GALAXY,27946.47006136062,399.235286590866
1237661063879655560,150.36315009866,9.29891438789323,0.1146613,GALAXY,34374.5929644754,491.06561377822
1237667210515775652,150.363332688546,24.5929569641171,0.1491325,GALAXY,44708.798742685,638.6971248955
1237651801234276482,150.363788718501,0.103116349078086,0.1853262,GALAXY,55559.3970297996,793.70567185428
1237665097392915095,150.363908087618,29.4230103678424,0.2499048,GALAXY,74919.57425799839,1070.2796322571198
1237648721754652783,150.363947948974,0.348504993864681,0.2315607,GALAXY,69420.1514292006,991.71644898858
1237661068711559311,150.363989026568,11.793348216997,0.07785262,GALAXY,23339.628311539956,333.4232615934279
1237667541753790698,150.364002828356,20.8898233681282,0.06656317,GALAXY,19955.13634657186,285.073376379598
1237654601026699515,150.364201323527,3.90018437219692,0.2608367,GALAXY,78196.87542960858,1117.0982204229797
1237658300067414155,150.364404829026,6.7304670591184,0.09396164,GALAXY,28168.99101331112,402.41415733301596
1237665097392915168,150.379831838386,29.4830933013834,0.2945555,GALAXY,88305.517362419,1261.5073908917002
1237661066027270310,150.379895764885,11.1270112630409,0.1490392,GALAXY,44680.8281063536,638.29754437648
1237665097392914572,150.379967940286,29.4427158953158,0.2489922,GALAXY,74645.9836608276,1066.37119515468
1237665097929851042,150.380420255747,29.7624035600317,0.1450097,GALAXY,43472.814396842594,621.04020566918
1237654605858406528,150.380421094953,4.486824681257,0.08094978,GALAXY,24268.13352075924,346.687621725132
1237661069248430261,150.380462591565,12.1169444266991,0.05435361,GALAXY,16294.802343073377,232.78289061533397
1237671261742956735,150.380908598671,14.8759523708194,0.07832491,GALAXY,23481.217291528777,335.44596130755394
1237667783357431877,150.381669505549,19.369684487588,0.1889632,GALAXY,56649.742199545595,809.28203142208
1237648721217781939,150.381782109522,-0.17423776031247,0.105979,GALAXY,31771.704906381998,453.8814986626
1237648721217781947,150.382313044992,-0.186082428125764,0.08745652,GALAXY,26218.805098926157,374.55435855608795
1237654602100441340,150.39384340049,4.64183424345592,0.2098331,GALAXY,62906.3808187598,898.6625831251399
1237665367426400311,150.394217469176,26.7669744284961,0.09107285,GALAXY,27302.9535585653,390.04219369379
1237661066027270378,150.394880342881,11.0861141394161,0.284427,GALAXY,85269.06945156599,1218.1295635937997
1237648720144039974,150.395066715799,-1.03673732439499,0.09419063,GALAXY,28237.64048826854,403.394864118122
1237651752923627532,150.395460281264,1.25044413268873,0.1730369,GALAXY,51875.15757570019,741.0736796528599
1237654669198884955,150.395486625344,-0.773975445373154,0.1368486,GALAXY,41026.178167858794,586.0882595408399
1237667782820495406,150.39569752145,18.9042888015039,0.1638668,GALAXY,49126.0307565944,701.80043937992
1237667113336963355,150.396519822553,28.1865854401269,0.1143652,GALAXY,34285.8244176616,489.79749168088
1237654605858406536,150.408086281807,4.38033481949471,0.1899318,GALAXY,56940.1211743644,813.43030249092
1237667733957640313,150.408625869699,17.7847929300753,0.06980876,GALAXY,20928.139750332077,298.97342500474394
1237658300067414208,150.408960014861,6.73788914491747,0.09369237,GALAXY,28088.26589814546,401.260941402078
1237671125378007136,150.409000466429,15.5062912525239,0.08461329,GALAXY,25366.426188566817,362.377516979526
1237665097929851022,150.409596375028,29.892029160061,0.1833105,GALAXY,54955.10537220899,785.0729338886999
1237671260669214862,150.409711755121,14.0294827751436,0.07110214,GALAXY,21315.885319660116,304.5126474237159
1237651754534240340,150.410640113662,2.58724022644119,0.1047655,GALAXY,31407.906758598998,448.6843822657
1237654602100441253,150.422245190019,4.59125072703861,0.2076465,GALAXY,62250.854630097,889.2979232870999
1237654606395277493,150.422349164813,4.86798972240092,0.2076472,GALAXY,62251.064484817594,889.3009212116799
1237671260132278526,150.422560576158,13.4957778411985,0.2495096,GALAXY,74801.0962785968,1068.58708969424
1237658299530543280,150.422699078008,6.37178145594176,0.1619469,GALAXY,48550.4592164802,693.57798880686
1237654670809497919,150.423257963337,0.463014034880488,0.09836945,GALAXY,29490.419207608098,421.29170296583
1237648721217782065,150.423446041651,-0.1735985057656,0.0876964,GALAXY,26290.719313751197,375.58170448216
1237667734494576730,150.423790499813,18.3874261839812,0.1319931,GALAXY,39570.5358880398,565.2933698291399
1237653665259061346,150.424397622018,2.42210656443145,0.1232661,GALAXY,36954.247107073796,527.91781581534
1237658423012753571,150.424559998357,5.61721412912478,0.1217799,GALAXY,36508.6955559942,521.55279365706
1237658423549689947,150.436266713427,6.1830081354814,0.120538,GALAXY,36136.383302404,516.2340471772
1237667733957705732,150.436313303472,17.8109319827072,0.07068096,GALAXY,21189.61873219968,302.708839031424
1237667254539256028,150.436595093174,25.7050592270147,0.2941315,GALAXY,88178.405360227,1259.6915051461
1237648720680911009,150.436880891942,-0.622839859316324,0.1900898,GALAXY,56987.4883827284,814.10697689612
1237671260132278541,150.437258849404,13.5134234499391,0.2347341,GALAXY,70371.5128154178,1005.3073259345399
1237651754534240503,150.43731852387,2.64312941196584,0.1047491,GALAXY,31402.9901622878,448.61414517554
1237671260132278454,150.437494756892,13.5084580327115,0.08956765,GALAXY,26851.705950783697,383.59579929690995
1237667209978904718,150.43785228294,24.1475714403879,0.2401069,GALAXY,71982.2377337602,1028.3176819108598
1237653664185319935,150.438327439916,1.48489806674524,0.279714,GALAXY,83856.14759701201,1197.9449656716001
1237671262279893149,150.438414690705,15.2917847851404,0.1851532,GALAXY,55507.53293456559,792.9647562080798
1237667212126585011,150.438669762986,25.9270014537594,0.1324158,GALAXY,39697.2581600364,567.10368800052
1237665369574146055,150.438770190512,28.5584238136148,0.1134692,GALAXY,34017.2103752936,485.96014821848
1237661068174688278,150.438803077173,11.1966968221862,0.2946498,GALAXY,88333.78779120841,1261.91125416012
1237654668662014267,150.438931979979,-1.18274462329096,0.0661617,GALAXY,19834.7786684586,283.35398097798
1237654600489828526,150.447784099731,3.42733733923825,0.2254322,GALAXY,67582.8733503476,965.4696192906799
1237648721217782018,150.447978998306,-0.161328068862352,0.06505554,GALAXY,19503.160243117316,278.61657490167596
1237671260669214803,150.448178001385,14.1035250402971,0.1504432,GALAXY,45101.7367173856,644.31052453408
1237667253465383091,150.448422713042,24.9189880452926,0.0949087,GALAXY,28452.912458584597,406.47017797978
1237654669735756040,150.448745908707,-0.385401846000436,0.0904035,GALAXY,27102.287476802998,387.17553538289997
1237658424086560908,150.448906704673,6.56657736777164,0.09346475,GALAXY,28020.027138855497,400.28610198365
1237648722828394769,150.448934592528,1.1413287796255,0.1240381,GALAXY,37185.6868846498,531.22409835214
1237660670352818211,150.449050635991,10.395165170427,0.1538609,GALAXY,46126.3374010922,658.94767715846
1237667255613063325,150.449134409315,26.5510761441071,0.1182421,GALAXY,35448.0897980818,506.40128282973996
1237658298993672345,150.449321007492,5.79769907258883,0.1039893,GALAXY,31175.2078526994,445.36011218142
1237667293731225613,150.450140595957,23.7197499149485,0.08195085,GALAXY,24568.2467566893,350.97495366698996
1237664106852647201,150.450478115842,13.21630940486,0.2343487,GALAXY,70255.97280210459,1003.6567543157798
1237661064416657636,150.465385786844,9.91149847312551,0.07748432,GALAXY,23229.214749258557,331.84592498940793
1237665096856043578,150.466291068075,28.9671913635952,0.09110208,GALAXY,27311.71649211264,390.16737845875195
1237668289081639042,150.466465423712,16.5310544054148,0.1047626,GALAXY,31407.037360470797,448.67196229243996
1237667735568449762,150.466570167697,19.1120304517232,0.1071177,GALAXY,32113.0785783066,458.75826540438
1237668289081639243,150.484686065018,16.5269235920713,0.1050186,GALAXY,31483.7842297188,449.76834613884
1237665127994163306,150.484880103586,29.5853648967652,0.1135768,GALAXY,34049.4680437744,486.42097205392
1237667735568449800,150.484902811463,19.1242423530342,0.1069699,GALAXY,32068.7692530142,458.12527504306
1237661070322303200,150.484970854897,12.9417672304732,0.1490742,GALAXY,44691.3208423836,638.44744060548
1237665097929916526,150.484992927054,29.9763494119126,0.162073,GALAXY,48588.263045433996,694.1180435061999
1237665369574146219,150.485251681408,28.5780902600849,0.07840033,GALAXY,23503.82763871114,335.768966267302
1237651801234342050,150.485767971953,0.187789479787882,0.06621388,GALAXY,19850.42183891704,283.57745484167197
1237648722291523791,150.485828367908,0.785495704512973,0.0866537,GALAXY,25978.1257177946,371.11608168277996
1237653664185319682,150.485901569985,1.44882173925526,0.0862221,GALAXY,25848.735292921796,369.26764704173996
1237667536396813010,150.486124239216,19.8477094888337,0.2469466,QSO,74032.72820874279,1057.61040298204
1237654601563635898,150.48615795247,4.32961618179082,0.1055806,GALAXY,31652.267591114796,452.17525130163995
1237667293731225734,150.4862627573,23.6668457677173,0.2812045,GALAXY,84302.988255661,1204.3284036523
1237654604247793896,150.486347395357,3.12701923363693,0.07498621,GALAXY,22480.30021200418,321.14714588577397
1237667783357497522,150.486446877767,19.4349274095788,0.05533885,GALAXY,16590.1698643933,237.00242663419002
1237651753997434905,150.486879140326,2.23082733954754,0.2206704,GALAXY,66155.32162384319,945.0760231977599
1237654605858406746,150.487282533377,4.46384521478363,0.2092676,GALAXY,62736.8481837608,896.24068833944
1237665097392980070,150.504319516579,29.3442593344665,0.1148405,GALAXY,34428.315772949,491.8330824707
1237665097929916535,150.504340612352,29.9715720221475,0.1618472,GALAXY,48520.569908417594,693.1509986916799
1237667292120482116,150.504493361797,22.3540071098655,0.123693,GALAXY,37082.228507394,529.7461215342
1237670965926953037,150.504535052552,17.1423532110166,0.1097662,GALAXY,32907.0789033196,470.10112719027995
1237667430098010229,150.504618665037,23.0811069582002,0.2039432,GALAXY,61140.63322038559,873.4376174340799
1237651799623729350,150.504834135652,-1.12271376118143,0.09376025,GALAXY,28108.6158101945,401.55165443135
1237660670889754799,150.505433850617,10.7913567523449,0.07793272,GALAXY,23363.64168742576,333.766309820368
1237665369037209744,150.505548565975,27.986268503789,0.08935422,GALAXY,26787.721246472756,382.68173209246794
1237671260132344045,150.505577050444,13.6370605623271,0.1344146,GALAXY,40296.483325086796,575.6640475012399
1237660584443511106,150.506423534119,8.50713505878156,0.2292867,GALAXY,68738.4233797086,981.9774768529801
