ra,dec,type,flux_g,flux_r,flux_z,flux_w1,flux_w2,flux_ivar_g,flux_ivar_r,flux_ivar_z
90.00001067550157,-45.64230820896947,PSF,0.04072,0.113025,0.169431,-0.310336,-1.067317,3307.6685,2611.456,401.4176
90.00001080676914,-55.71740559194964,REX,0.126629,0.1536,0.367712,0.401977,-0.154933,2972.8389,1449.5905,150.54625
90.0000110819297,-29.194128487655,PSF,0.104646,0.172768,0.528327,-45.296665,0.63481,3261.144,2074.4253,180.64719
90.00001125588633,-26.14426140981062,PSF,0.081853,0.078795,0.160647,-0.607614,-3.18096,2594.6746,1799.4589,178.67209
90.00001134684207,-48.26778347694689,REX,0.157284,0.583422,1.162397,1.187206,1.626182,2943.585,2095.3464,199.07811
90.0000113606184,-34.07915652663299,EXP,0.960629,2.58307,5.186714,6.308647,6.592881,1277.9299,983.19366,101.4838
90.00001155243774,-35.466037146736504,REX,0.19861,0.258546,0.493442,0.801727,-1.119923,1338.9144,919.9427,134.91696
90.00001217006397,-43.86454112586348,PSF,0.220612,0.879032,3.342098,0.86961,1.603285,4156.907,3325.8743,400.6246
90.00001220058213,-39.94195179485585,PSF,0.084815,0.092352,0.179068,-0.618077,-0.877769,2386.507,1743.5504,248.078
90.00001266093994,-33.68452050916522,PSF,0.08893,0.10418,0.138931,-0.976827,-0.628715,3489.0574,2872.466,301.32852
90.00001270114849,-27.257205041119324,EXP,1.461468,4.824934,11.933159,22.558092,20.834272,1458.1027,916.9219,77.07794
90.00001319424369,-60.83693980618475,PSF,149.58484,327.6026,456.65436,190.36829,98.59175,125.711006,59.39785,32.85621
90.00001327818069,-25.802646579696383,REX,0.277856,0.268429,0.50281,1.384864,0.922191,913.1325,622.887,42.410294
90.00001344307083,-55.52985516848177,PSF,0.314754,1.198741,3.205917,2.922918,1.20095,6290.7456,3323.535,413.74002
90.0000135383758,-46.86885133933923,REX,0.176642,0.295719,1.013569,2.027466,1.216959,3482.2275,2381.5557,297.18082
90.00001389592018,-56.89902773099313,DEV,0.235434,0.611669,0.950177,0.994169,1.325251,1842.7451,1181.9724,104.61687
90.00001390251748,-33.376453594119425,REX,0.085982,0.150737,0.182794,-2.132563,-2.823644,3288.113,2394.1155,293.98337
90.00001407670365,-60.00894137748793,PSF,0.745946,1.043978,1.046421,0.50851,0.434487,4029.1116,3254.7556,375.3025
90.00001421317151,-40.00913862923895,PSF,1.436368,5.204374,16.83307,5.422944,5.994682,2262.05,1437.6146,201.32823
90.00001428011873,-56.20661818442881,PSF,0.053408,0.099008,0.151753,0.602019,-2.253207,5046.7627,3573.4314,383.58963
90.0000143179068,-23.43950170760414,PSF,0.121092,0.098901,0.149118,0.124985,-0.109409,1254.0637,876.43286,115.17156
90.00001472493012,-51.938552093731865,PSF,0.08573,0.487135,1.987601,5.636869,7.552784,3103.4053,2601.6377,296.86304
90.00001476278761,-24.942319456798383,SER,2.613212,9.323346,23.018364,43.468628,32.46753,373.7076,201.20192,15.475981
90.00001479860697,-23.115174723189718,REX,0.490231,1.078165,2.12502,3.589574,0.994277,529.84534,369.99622,28.568176
90.00001508126128,-27.14671516707939,PSF,0.078958,0.087501,0.129306,0.673468,1.786203,3080.4548,2196.1423,192.95068
90.00001509249473,-44.308696930709495,REX,0.041694,0.129825,0.4089,4.025663,6.296108,3145.424,2788.8037,253.77034
90.00001520473958,-58.81881554386028,PSF,0.041695,0.078404,0.262904,3.234724,2.139516,3851.761,3087.8372,330.5845
90.00001539388514,-34.403223656658014,REX,0.102174,0.204941,0.234151,0.798025,-0.335047,1761.7948,1434.0383,144.28917
90.00001552643369,-56.85394098987522,PSF,2.689379,2.549726,3.44375,7.697499,7.654033,2646.9656,2424.086,261.45685
90.00001572805635,-49.83613755586644,SER,0.852472,2.108162,4.703453,22.986624,16.665213,2143.4883,1409.4912,107.18636
90.00001631517195,58.10573238336594,PSF,2.21072,6.612707,12.351713,6.605691,0.95554,1015.51697,266.7258,151.20764
90.00001634430649,-33.32314457219629,PSF,0.132869,0.502294,1.283171,0.689959,9.921351,4086.658,3296.849,351.60846
90.00001661923288,60.1129866011284,EXP,0.353306,0.978609,2.204707,6.429144,4.12213,1095.5991,141.06046,47.63676
90.00001726413245,-58.569050399894586,PSF,0.082012,0.081757,0.052114,1.057902,0.378096,3777.6199,3355.5461,323.42056
90.00001741907248,-29.080083739487986,PSF,2.650695,10.27284,45.479866,30.851166,19.132149,2655.5925,1169.4181,130.06216
90.00001744603182,-49.41748163880555,REX,0.118145,0.185142,0.279746,-0.082018,6.079147,3789.1252,2005.0369,217.98145
90.00001774389811,-37.45584143437407,PSF,0.10611,0.14249,0.200237,0.334201,0.643056,2834.0625,2411.0051,206.31729
90.00001780113232,-44.08241024151811,EXP,0.178567,0.394132,0.915293,2.836293,1.006358,1693.6843,1342.9906,150.0762
90.00001781211397,-34.62345412868221,DEV,0.63989,2.693641,8.112695,26.29257,16.133219,1158.5333,767.86523,108.22563
90.00001845082312,-50.66311455763223,EXP,0.253223,0.668214,2.851386,9.908664,7.364653,1569.7964,1068.8267,85.32487
90.00001854678004,-24.77964677689223,PSF,0.101804,0.104483,0.120766,1.952289,3.327216,2237.6907,1338.5386,95.10699
90.00001867085084,-29.46045772228564,REX,0.872347,1.724668,2.409049,1.97661,1.470246,1682.7489,1077.1978,99.80161
90.00001878407886,-53.309125728854085,REX,0.325882,0.526169,0.79104,1.237664,0.637295,2460.106,1536.879,140.11845
90.00001959870251,-37.00351463398982,REX,0.113762,0.265187,1.171517,6.971714,7.072459,1762.1611,1046.102,108.02337
90.00001969385009,-55.3229940524519,REX,0.079655,0.202101,0.579812,2.820933,0.034637,3125.2239,2029.5952,212.88858
90.00001997441399,-54.433112908715366,PSF,0.023144,0.010531,0.268834,-0.814485,-0.054648,5562.5054,3122.41,358.06116
90.00002012750323,-36.72514119295087,PSF,0.112621,0.127536,0.182031,0.193478,0.578926,2946.8237,1910.753,281.347
90.00002016804298,-24.907117305488423,PSF,0.517303,2.185133,20.799452,15.352289,9.908274,2961.6418,1713.9083,124.18169
90.00002020076077,-38.239128399908,PSF,4.499216,17.675108,68.1509,48.886845,31.537144,1977.6398,926.51544,97.57198
90.0000202170973,-40.01036421732835,EXP,0.213728,0.587548,1.583072,4.603763,6.948824,1265.2933,924.9268,88.25548
90.00002034940134,-38.66908754850578,PSF,0.132067,0.162071,0.091272,-0.324144,2.056042,3546.904,2699.9988,290.95993
90.00002040279396,-48.40237061974452,EXP,0.167487,0.592604,1.303854,4.09542,2.887797,1848.8948,1486.8534,137.37398
90.00002044121543,-61.08149370026777,PSF,1443.5348,2846.7168,3053.2134,1309.7661,710.5034,10.218779,0.038832,0.050157
90.00002049516472,-30.403838979634447,PSF,0.107207,0.086098,0.214212,-0.445396,-1.701618,3569.1357,1994.5084,207.3932
90.00002051948769,65.97268727662134,PSF,0.174265,0.458583,0.0,0.125983,2.567503,510.7346,166.44913,0.0
90.00002076103632,-35.83699672260214,PSF,0.002591,0.045001,0.427363,0.81038,0.258405,3253.329,2170.2134,307.3261
90.00002082491591,-54.5753939366784,PSF,0.038813,0.076763,0.077357,-2.779926,-5.079041,5540.472,3145.3105,474.52487
90.00002090209182,-59.144941307064485,PSF,0.075014,0.144192,0.246594,-0.377061,2.395184,4297.52,3224.0234,351.44818
90.0000212932104,-30.886402883996425,PSF,0.044585,0.107852,0.225116,-0.620215,0.941906,4953.92,2708.4006,355.11142
90.00002157876514,-61.04607131313288,PSF,0.11811,0.515914,1.189692,0.662753,0.255164,3911.2812,2455.2393,361.04172
90.00002177581086,-30.25702056702343,REX,0.029219,0.461761,2.412531,11.667208,4.865574,2407.964,1317.4987,148.62094
90.00002188077488,-46.39863707808721,EXP,0.303966,0.662015,0.597163,27.837452,26.677391,1268.5748,1036.0305,108.43561
90.00002204379875,-37.70563699854778,REX,1.061839,2.164492,2.943137,6.658032,5.041661,1343.8334,955.86005,126.45165
90.00002251380366,-45.99252083744152,REX,0.707882,1.25648,2.360241,3.464772,0.952837,545.36633,622.2927,61.094208
90.00002272266126,-35.45959706222633,REX,0.07189,0.118343,0.518048,-2.184058,-1.914018,1193.6885,990.9971,173.1987
90.00002299614515,-25.84495481527661,PSF,0.094265,0.071842,0.052311,0.326087,-0.939909,3228.333,2356.0989,201.7073
90.00002318991724,-37.6044067964292,PSF,0.100113,0.419146,1.181278,3.997949,1.855891,2261.943,1746.7867,192.22263
90.00002327397922,-25.65908277317392,PSF,0.15807,0.230024,0.530218,0.913331,-2.178971,3879.4126,2781.3625,230.94203
90.00002433204585,-35.41637039008641,REX,0.222728,0.270444,0.410925,1.008075,2.086767,1876.5818,1785.9622,228.43018
90.00002450165316,-24.153299063951295,PSF,72.49876,86.35253,86.93312,15.087631,8.809097,172.95235,165.15285,50.996002
90.00002462617276,-26.69570405893962,PSF,0.419679,1.484822,3.602435,0.893728,0.710293,3093.9502,1986.4233,213.96414
90.0000247378494,-54.01491594531819,REX,0.040043,0.163244,0.826114,4.699069,2.528247,3883.0452,2745.0178,271.3795
90.00002484538355,-25.67601956868123,PSF,0.245449,0.949433,4.615754,6.899714,6.919127,3783.801,1931.1844,211.31761
90.00002491936631,-59.909983362800425,PSF,1.190833,2.100071,2.707562,0.675186,1.067094,4093.5493,2922.9456,304.8603
90.00002494098067,-50.885250973978486,REX,0.148779,0.157901,0.477834,0.577053,-0.924199,3638.9985,2733.8547,230.26501
90.00002508729894,-53.10562454134412,PSF,0.09298,0.130849,0.490112,3.836878,6.181442,3846.5957,2592.886,225.38318
90.00002513029658,-45.14061841222745,REX,0.001676,0.079823,0.68516,4.595922,2.628223,4013.244,3203.2092,333.25537
90.00002536865236,-37.97677817865958,PSF,0.098449,0.11281,0.030154,0.012539,-0.120021,4832.144,3569.2866,389.51666
90.00002567401984,60.31411599531339,EXP,0.462201,1.447875,3.530785,8.528737,8.486023,1476.7721,158.96567,118.14126
90.0000258218642,-30.180905381464967,PSF,0.131123,0.127177,0.097925,-0.227833,-1.799196,3863.7373,2475.0674,224.45334
90.00002584739181,-30.94620161211537,EXP,0.965573,2.361825,4.163617,4.676778,5.142695,2598.0571,1500.297,198.02557
90.00002620387814,-24.22679406757672,REX,0.273368,0.53036,0.816388,2.880543,1.142272,1401.0916,861.208,77.46503
90.00002756001086,-56.44422803724401,PSF,0.048904,0.109294,0.138645,0.075242,-1.78936,6524.395,4631.414,432.07285
90.00002776097442,-29.675840261665087,REX,0.136857,0.283625,0.461878,1.054577,-0.13333,2083.8496,1355.3784,115.53678
90.00002831586147,-48.73842431490064,PSF,0.053307,0.128603,0.070921,1.294251,0.770621,3224.8264,2755.9058,243.94272
90.00002832613511,-43.293207902571766,PSF,0.057825,0.098672,0.195805,-3.670743,-0.361163,4009.814,3334.8853,378.47998
90.00002876582552,-55.89514354961276,PSF,0.075512,0.144042,0.548781,7.358169,6.980184,3106.2976,1822.9744,208.36847
90.00002908839448,-56.30369678652525,PSF,0.094642,0.119371,0.090278,2.311888,1.03754,6406.076,4530.0933,433.25305
90.00002922909344,-57.13677062829412,SER,0.858442,0.907749,1.801027,2.855021,3.019724,2385.3706,1733.5361,131.39314
90.00002938756535,60.543450349480345,PSF,6.470948,13.279914,19.751703,7.215038,3.812217,977.34595,58.024,114.95365
90.00002952529287,-31.580731196172096,PSF,0.295628,0.381619,0.411896,1.198195,1.964579,4060.515,3002.25,411.13187
90.00002969809324,-41.09326165788066,REX,0.098126,0.192884,0.434995,-0.515359,-1.760994,1724.6101,1538.9982,158.8848
90.00002994386728,-39.641179014482645,REX,0.227288,0.561078,0.707595,-0.857063,1.328863,2275.4917,1657.5178,188.56479
90.0000299973868,-59.96171011234584,REX,0.172272,0.255334,0.479112,-0.28206,1.225282,2419.494,1549.3062,155.04045
90.00003024277272,-36.25367159665101,REX,0.112386,0.185275,0.463916,0.040055,-1.089345,1508.9077,1053.7482,107.09096
90.00003033726296,-23.230935776449652,PSF,0.061258,4.137671,0.018663,-0.811079,-1.632614,537.68353,234.07776,68.42195
90.00003154445108,-52.291805035464606,PSF,3.353019,13.324787,53.11552,-8.925555,27.950539,2485.8994,1190.7867,19.283154
90.00003163693646,-49.97389819289871,REX,0.128501,0.194848,0.232674,-0.062493,-0.643401,2606.9902,1875.2959,171.80798
90.00003216769836,-38.79687774872638,REX,1.087583,2.940566,5.970766,11.933951,3.874542,1896.9417,1275.0817,117.33583
90.00003218241577,-53.01574254753056,PSF,5.43535,17.350857,33.136406,23.238066,11.534121,1923.5315,886.1342,180.56627
90.00003219425872,-47.22165351732779,PSF,0.074838,0.104904,0.108259,1.198082,-2.80013,2496.2952,2551.1257,315.2527
90.00003226346973,-52.90964056700548,PSF,0.111997,0.286602,0.348727,-0.135782,1.592583,3669.69,2462.3096,318.13458
90.00003309784286,-44.5028157496837,REX,0.686496,1.156286,1.375834,0.466012,1.319789,1935.2926,1521.2759,134.31932
90.00003405267303,-45.343709858815416,REX,0.101026,0.072183,0.276925,-0.435901,-2.686279,2984.8955,2336.5264,253.07167
90.00003443458736,-24.50604635052552,PSF,0.102599,0.319245,0.893504,0.677708,0.422358,2565.8066,1690.4899,101.072716
90.00003478673229,-39.255854334320205,PSF,0.248756,0.348346,0.327463,3.007528,4.565184,2757.206,2026.7596,173.25928
90.00003483688654,-37.814042968745774,REX,0.078437,0.162758,0.28957,0.759063,0.006662,1616.4585,1278.0662,128.22026
90.00003541964305,-31.76945701018359,REX,0.085967,0.211705,0.300394,-0.518004,1.417266,3248.7544,2076.8657,266.84073
90.00003546474781,-35.394388440420734,REX,0.29105,0.491761,0.752566,2.003088,0.589327,1852.4753,1450.696,251.61641
90.00003559002997,-48.56368183712382,REX,0.213184,0.268146,0.320277,0.672622,0.27276,3196.4731,2715.5073,194.74144
90.00003563397675,-37.94188195776538,PSF,0.166624,0.180405,0.407711,-0.239733,-1.332746,2219.8406,1542.2594,228.75479
90.00003564621285,56.764092344449615,PSF,0.206331,0.399161,0.460874,0.341444,-4.419739,562.9678,167.51712,91.70256
90.00003570209698,-35.110385274497666,PSF,0.185299,0.277858,0.457676,1.287624,-2.589996,2104.3281,1389.0928,221.19095
90.00003576337379,-51.72256241657718,REX,0.174036,0.268819,0.882165,0.714859,3.052437,2418.4038,1954.2369,249.56305
90.00003598621888,-48.29219220332249,PSF,0.10228,0.12312,0.153135,-1.355429,0.247152,3597.5735,2776.4712,285.5999
90.00003608437896,-48.35587669483108,PSF,1.796863,6.778033,15.783736,7.557106,3.721321,2885.8655,1618.086,240.86334
90.00003629339886,-47.27699994022972,PSF,-0.012004,0.016435,0.597046,0.609359,1.095048,5332.2114,4134.6787,448.9764
90.00003646886725,-38.99967603230508,REX,0.196502,0.486628,1.463734,4.307246,3.331348,1657.8673,1226.1172,99.78727
90.00003705566508,-25.046633603301537,PSF,0.074682,0.13197,0.133888,-1.342702,-0.892725,2791.58,1906.7577,176.47498
90.00003717280073,-34.255024146937146,REX,0.19961,0.389964,0.602299,-0.398924,-8.735093,477.73468,454.62585,37.464336
90.00003745803747,-54.6086453157268,EXP,0.23275,0.398548,1.096975,2.091092,4.494147,2491.7102,1426.48,188.66666
90.00003750145102,-36.41485636707259,REX,1.447336,3.610807,6.043305,9.081829,4.045953,1183.7614,745.64874,67.036705
90.0000380977987,-39.62516741960175,PSF,0.047821,0.098136,0.12002,0.722509,-1.505352,4038.3384,3013.8916,414.5963
90.00003901762183,-51.77519489918022,REX,0.130443,0.369994,0.534013,0.989248,0.594112,2608.5142,2130.552,240.60266
90.00003950393135,-50.91073259228327,DEV,0.501475,0.937855,1.553407,0.187989,-1.584817,1183.4484,827.9065,68.974304
90.00003972567488,-37.52996097878405,PSF,0.116044,0.179221,0.275114,1.890709,-0.305908,2218.773,2366.9302,249.33664
90.00003992442485,-42.24744743138027,REX,0.134658,0.168465,0.142325,0.326994,2.276683,1880.8085,1130.303,151.39517
90.00003993140234,-25.76497853292795,REX,0.167042,0.212005,0.798074,0.846538,2.159563,1252.8743,816.3212,57.89226
90.00004045419051,-36.02700575350902,REX,0.176336,0.170173,0.302008,0.143003,-2.391299,1832.9534,1188.7356,138.7047
90.00004053810994,-38.49564893927112,REX,0.479432,1.018328,1.309202,1.13032,-0.499907,3262.5513,2157.51,248.35251
90.00004069896525,-57.99941675046411,PSF,0.247761,0.590257,0.829054,-0.598779,-1.403312,2941.3064,2330.0544,145.24506
90.00004103246522,-33.85336097011486,REX,0.074096,0.025274,0.463411,6.270648,5.661765,2910.6094,2224.28,225.14763
90.00004164939114,-45.52230077711189,PSF,0.567667,1.402376,2.110264,-0.445824,-0.29063,2908.873,2413.4307,402.90924
90.00004334588427,-29.553614645679144,EXP,0.25627,0.187478,0.249004,-0.109236,3.323362,1347.9313,872.6211,69.02559
90.00004413742181,-44.21646793154844,PSF,2.652362,8.350711,16.365242,6.31993,-1.078319,2077.0652,1506.841,244.3194
90.00004462512838,-48.675169119668624,REX,0.196535,0.333395,0.57883,1.352471,1.291149,2793.5085,2012.4733,170.3814
90.00004487469919,-23.8738762395258,REX,0.118689,0.248781,0.719173,2.691894,0.36872,613.62604,415.93372,41.776268
90.00004514949833,-40.717444319138,PSF,0.063738,0.234192,0.743837,0.858723,-3.006998,4800.954,3199.3398,290.78888
90.0000452843001,-41.67922105786165,REX,0.108611,0.207604,0.331118,0.691557,-0.017916,2733.9832,1789.7911,272.24936
90.00004536921762,-24.267262149253344,PSF,1147.3225,1557.6005,1637.042,410.8605,218.08156,3.890051,0.253591,0.095665
90.00004547671541,-44.91293867473257,PSF,0.083996,0.13609,0.236056,-0.894266,1.219643,3134.9055,2963.7607,397.2301
90.00004598235168,-61.05006990995718,REX,0.134561,0.118243,0.318216,-0.520328,0.087014,1994.5194,1165.2583,134.8212
90.00004611430352,-30.41364267815431,REX,0.11275,0.231468,0.315737,-1.611848,-0.878465,1823.9304,869.065,139.59035
90.00004651565187,-30.128320590371665,SER,12.214231,50.698505,106.07139,142.23297,100.90463,430.8624,172.50644,27.734203
90.00004682817448,-32.66197133168911,PSF,0.073163,0.11346,0.147074,0.665758,-0.117668,4244.939,2863.6277,344.98825
90.00004714751589,-40.85606088580072,PSF,0.040748,0.110002,0.165538,-1.064362,-0.40569,4154.3555,2932.8638,290.3692
90.00004746682585,-47.83099605993892,EXP,0.404305,0.822643,1.247724,1.383901,1.876255,971.8419,625.00415,63.808636
90.00004797214164,-24.558458490184165,REX,0.24449,0.330257,0.812516,1.341921,1.062914,1413.8289,885.61694,58.00126
90.00004859554605,-23.88400848728241,REX,0.163494,0.541649,0.588076,-0.537473,0.344082,684.9877,700.062,78.41942
90.00004875507646,60.80105498056562,PSF,0.144067,0.455269,3.832316,2.354967,-1.984925,286.28506,109.18112,83.46162
90.00004885652199,-61.015069583769495,SER,2.432873,12.96209,28.944023,50.142967,32.69816,1884.6609,808.1226,141.4241
90.00004940414759,-26.35479697080911,REX,0.294503,0.370716,0.630576,-0.39853,-2.241658,558.036,307.4538,28.893581
90.00004955788516,-24.819831459385625,PSF,0.177738,0.267919,0.436008,0.827628,-0.497848,1609.3322,1181.5972,74.07066
90.00004974059216,-45.31232038165299,REX,0.132952,0.378909,0.747379,-0.608106,-1.244438,3543.6885,3041.8228,361.32867
90.00004981662879,-51.13836881613479,PSF,0.033094,0.24975,1.5222,1.86463,3.80056,3572.898,3136.3208,331.9527
90.00005005114907,-31.78936978039644,REX,0.132839,0.205675,0.344734,0.951048,-0.318478,3497.5698,2646.648,344.4829
90.00005019572363,-31.156559645156875,REX,0.049804,0.119174,0.21513,-0.920346,-2.654938,3123.4023,1816.8938,219.63557
90.00005070853973,-42.52371958820706,PSF,0.072261,0.083643,0.130368,0.296367,0.795,2417.709,2230.303,283.95703
90.00005156945079,-33.41099207811822,EXP,0.438942,0.577745,0.748757,0.841727,4.140981,989.3295,695.94324,58.10001
