objid,ra,dec,z,class
1237651800697209059,150.006307964033,-0.235711229314811,0.09126621,GALAXY
1237665369573949626,150.007024172121,28.3654051457723,0.1612381,GALAXY
1237654605321339138,150.00756269904,3.90057049816357,0.2154336,GALAXY
1237661063879524623,150.007858046914,9.42654211282366,0.2099625,GALAXY
1237658300067217557,150.008002205328,6.60177219610398,0.07782561,GALAXY
1237667538007359743,150.008400158676,21.1173450327917,0.06617725,GALAXY
1237658423549493394,150.028560329759,6.06146725925972,0.09175228,GALAXY
1237667113873768676,150.028622574287,28.5646386702886,0.09099187,GALAXY
1237661065490202672,150.02890319855,10.6355268928059,0.2556549,GALAXY
1237648721754456298,150.029154241836,0.219381806697967,0.1916706,GALAXY
1237658422475686073,150.030251973845,5.30021153180103,0.1220252,GALAXY
1237654605858210115,150.030643605547,4.337652469768,0.2989454,GALAXY
1237667430097813526,150.030992283416,23.0225286289154,0.2067711,GALAXY
1237671260669018251,150.053933944715,13.9326151369802,0.1742983,GALAXY
1237651736280760425,150.054370773117,1.9996245851903,0.07842605,GALAXY
1237665368500076641,150.054547277928,27.4142646629448,0.07778832,GALAXY
1237671261205954710,150.054627383878,14.3265114448012,0.05196684,GALAXY
1237664106315579464,150.054773548865,12.7073027416591,0.1481954,QSO
1237667429023940785,150.054993947117,22.1395422851184,0.2988303,GALAXY
1237671125377876075,150.05546300425,15.4072407936749,0.1696967,GALAXY
1237670964852949172,150.055813027929,16.201033880537,0.06296697,GALAXY
1237667255612932310,150.056063262935,26.5675391665966,0.2968162,GALAXY
1237651752923496618,150.056063647117,1.25515594684946,0.1032767,GALAXY
1237667253465251979,150.056198097201,24.8400108471936,0.05183324,GALAXY
1237667782820364469,150.056202727612,18.8825260389756,0.1049775,GALAXY
1237660669815750794,150.073521835564,10.0244527094154,0.1158249,GALAXY
1237654599952761020,150.073556732925,3.0310672931741,0.1027972,GALAXY
1237658493340156075,150.073572875744,8.72351255108266,0.2269897,GALAXY
1237661064953331771,150.074800597243,10.1298385619259,0.1156509,GALAXY
1237667781209686216,150.07514609104,17.5913741397667,0.1104454,GALAXY
1237664106852450602,150.075720939048,13.1428086379632,0.07739525,GALAXY
1237651753997238464,150.075839253666,2.20336003654014,0.185469,GALAXY
1237665368500076691,150.076173162641,27.5703094397761,0.1159121,GALAXY
1237667735031382144,150.07625351919,18.7127874298396,0.0897815,GALAXY
1237658300604154126,150.096510918448,7.12275013456406,0.2601753,GALAXY
1237654605321339221,150.096604332466,3.89708100208276,0.1299502,GALAXY
1237648720680779923,150.097759579105,-0.445039728881657,0.08704937,GALAXY
1237670965926756522,150.098382267508,17.2530516719183,0.1528824,GALAXY
1237661063879590060,150.118641678088,9.28562447689495,0.1608085,GALAXY
1237658491729543434,150.1190587412,7.53538038721619,0.226946,GALAXY
1237665128530968663,150.119279808009,29.9177083623938,0.1822245,GALAXY
1237654600489697498,150.11942430522,3.30701766519145,0.06160185,GALAXY
1237667541753725088,150.119522634166,20.7714531595253,0.2136527,GALAXY
1237661069785235739,150.12059534399,12.4639332092126,0.257733,GALAXY
1237654600489697505,150.135120435247,3.3177035839008,0.1019812,GALAXY
1237667783357300922,150.135240244576,19.3239092522671,0.1137182,GALAXY
1237664106315579689,150.13524611681,12.755220494439,0.06404459,GALAXY
1237667113873834099,150.136353048051,28.6670059303993,0.09017748,GALAXY
1237658424086429825,150.136708415292,6.393983606024,0.2062964,GALAXY
1237667536933552357,150.137116355593,20.1745717769896,0.1293885,GALAXY
1237667542290661616,150.137146500759,21.2110724455711,0.1401134,GALAXY
1237671124841005277,150.154481670809,15.0365874978451,0.2260384,GALAXY
1237667254002188383,150.155074434134,25.2499563369022,0.07472683,GALAXY
1237661068711428370,150.155450565948,11.7580110434119,0.1424113,GALAXY
1237658492803285148,150.155534587337,8.26212728490168,0.1207018,GALAXY
1237658492803285158,150.155615336467,8.31118895399637,0.1205979,GALAXY
1237668289618378933,150.155785019558,16.9929258269661,0.1113591,GALAXY
1237667254539124838,150.156155676704,25.57577353454,0.1116435,GALAXY
1237661064416526617,150.156293452346,9.87178525584354,0.05585635,GALAXY
1237667429560942684,150.156463661426,22.4968874247363,0.07080441,GALAXY
1237670965926822026,150.157002564598,17.074342170822,0.2396072,GALAXY
1237671124304134256,150.173687941832,14.6248581447897,0.07875746,GALAXY
1237667538007425347,150.173872627985,21.1533743102623,0.2896632,GALAXY
1237667212126519382,150.174484947586,25.954625697466,0.1615196,GALAXY
1237667293194158211,150.174529801149,23.2094675015987,0.09782204,GALAXY
1237665367426269361,150.17500943277,26.7009887574933,0.1144298,GALAXY
1237661064416526446,150.175754231284,9.87176481675444,0.05634227,GALAXY
1237658297919733934,150.175863364874,4.91801105411344,0.1228489,GALAXY
1237661066027204801,150.175947321108,10.9924744194137,0.2936851,GALAXY
1237661068711493756,150.176126938239,11.7195141924418,0.2071893,GALAXY
1237658300067283226,150.19298561814,6.65595265585113,0.09349109,GALAXY
1237651801234211006,150.19312788867,0.208056260464426,0.1338845,GALAXY
